"Class Name - Live Objects","Live Bytes [%]","Live Bytes","Live Objects"
"sun.misc.FloatingDecimal$PreparedASCIIToBinaryBuffer","0,00%","120","5"
"java.util.concurrent.LinkedBlockingDeque","0,00%","120","3"
"com.sun.xml.ws.server.sei.ValueGetter[]","0,00%","120","7"
"org.olat.core.logging.activity.ResourceableTypeList","0,00%","120","3"
"org.olat.core.logging.activity.OlatLoggingAction","0,00%","120","3"
"java.util.Collections$SynchronizedRandomAccessList","0,00%","120","5"
"org.olat.core.logging.activity.CrudAction","0,00%","120","5"
"sun.security.jca.ServiceId","0,00%","120","5"
"com.ctc.wstx.util.SymbolTable$Bucket","0,00%","120","5"
"sun.security.provider.DSAPublicKeyImpl","0,00%","120","3"
"java.rmi.dgc.VMID","0,00%","120","5"
"org.apache.catalina.util.CharsetMapper","0,00%","112","7"
"br.org.eldorado.ead2pcd.negocio.ProvaSelecaoService$$EnhancerByCGLIB$$53276823","0,00%","112","1"
"org.apache.catalina.valves.AbstractAccessLogValve$StringElement","0,00%","112","7"
"org.springframework.orm.jpa.JpaTransactionManager","0,00%","112","2"
"org.apache.coyote.RequestGroupInfo","0,00%","112","2"
"br.org.eldorado.ead2pcd.infra.components.Ead2pcdMailSender","0,00%","112","2"
"org.apache.http.client.config.RequestConfig","0,00%","112","2"
"org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerAdapter","0,00%","112","1"
"org.springframework.security.web.authentication.AnonymousAuthenticationFilter","0,00%","112","2"
"java.text.Format[]","0,00%","112","2"
"java.security.cert.PKIXBuilderParameters","0,00%","112","2"
"org.springframework.security.web.access.intercept.FilterSecurityInterceptor","0,00%","112","2"
"org.apache.catalina.core.StandardContext$NoPluggabilityServletContext","0,00%","112","7"
"java.security.CryptoPrimitive[]","0,00%","112","2"
"com.sun.proxy.$Proxy25","0,00%","112","7"
"org.apache.catalina.core.StandardHost$MemoryLeakTrackingListener","0,00%","112","7"
"org.springframework.security.web.access.ExceptionTranslationFilter","0,00%","112","2"
"org.apache.catalina.core.StandardServer","0,00%","112","1"
"org.cyberneko.html.filters.NamespaceBinder$NamespaceSupport$Entry[]","0,00%","112","2"
"org.dom4j.tree.ConcurrentReaderHashMap","0,00%","112","2"
"org.springframework.expression.spel.standard.SpelExpressionParser","0,00%","112","7"
"br.org.eldorado.ead2pcd.infra.enums.TipoAgendamento[]","0,00%","112","2"
"org.springframework.core.LocalVariableTableParameterNameDiscoverer","0,00%","112","7"
"org.apache.jasper.servlet.JasperInitializer","0,00%","112","7"
"java.lang.invoke.MethodType[]","0,00%","112","2"
"org.springframework.context.annotation.CommonAnnotationBeanPostProcessor$ResourceElement","0,00%","112","2"
"org.thymeleaf.standard.processor.attr.StandardConditionalFixedValueAttrProcessor[]","0,00%","112","1"
"org.apache.tomcat.util.descriptor.tld.TldParser","0,00%","112","7"
"com.sun.proxy.$Proxy65","0,00%","112","7"
"org.apache.tomcat.util.descriptor.tld.TldRuleSet","0,00%","112","7"
"org.apache.tomcat.util.descriptor.web.ApplicationParameter[]","0,00%","112","7"
"org.apache.tomcat.util.net.NioSelectorPool","0,00%","112","2"
"org.thymeleaf.templateparser.xmlsax.AbstractNonValidatingSAXTemplateParser$SAXTemplateParserFactory","0,00%","112","7"
"javax.mail.Flags$Flag","0,00%","112","7"
"sun.rmi.server.UnicastRef","0,00%","112","7"
"javax.faces.component.UIViewRoot","0,00%","112","1"
"com.sun.jersey.core.spi.component.ComponentScope[]","0,00%","112","4"
"org.olat.core.gui.control.navigation.callback.SiteSecurityCallbackWithRolesRestriction","0,00%","112","7"
"br.org.eldorado.ead2pcd.negocio.TopicoForumService$$EnhancerByCGLIB$$e0c3cf73","0,00%","112","1"
"sun.reflect.generics.tree.ArrayTypeSignature","0,00%","112","7"
"com.sun.faces.config.WebConfiguration$FaceletsConfigParamLoggingStrategy","0,00%","112","7"
"br.org.eldorado.ead2pcd.negocio.AulaService$$EnhancerByCGLIB$$b1a64cd","0,00%","112","1"
"org.apache.tomcat.websocket.server.WsContextListener","0,00%","112","7"
"org.apache.tomcat.websocket.server.WsFilter","0,00%","112","7"
"org.olat.core.id.context.SiteContextEntryControllerCreator","0,00%","112","7"
"org.apache.tomcat.websocket.server.WsSci","0,00%","112","7"
"org.apache.tomcat.websocket.server.WsSessionListener","0,00%","112","7"
"java.util.logging.ErrorManager","0,00%","112","7"
"org.apache.tomcat.websocket.server.WsWriteTimeout$EndpointComparator","0,00%","112","7"
"br.org.eldorado.ead2pcd.negocio.CursoService$$EnhancerByCGLIB$$e7af1f8a","0,00%","112","1"
"org.apache.velocity.runtime.parser.node.ASTBlock","0,00%","112","2"
"java.util.concurrent.ConcurrentSkipListSet","0,00%","112","7"
"org.apache.velocity.runtime.parser.node.ASTWord","0,00%","112","2"
"com.sun.xml.ws.binding.SOAPBindingImpl","0,00%","112","2"
"com.thoughtworks.xstream.core.util.OrderRetainingMap","0,00%","112","2"
"com.sun.xml.ws.encoding.MtomCodec","0,00%","112","2"
"sun.nio.cs.ext.DoubleByte$Decoder_DBCSONLY","0,00%","112","2"
"sun.security.ssl.SessionId","0,00%","112","7"
"br.org.eldorado.ead2pcd.negocio.PerfilService","0,00%","112","2"
"org.olat.core.gui.control.ChiefControllerCreator","0,00%","112","7"
"br.org.eldorado.ead2pcd.negocio.PreInscricaoService$$EnhancerByCGLIB$$c9fcc707","0,00%","112","1"
"org.codehaus.jackson.map.ObjectMapper","0,00%","112","2"
"com.sun.xml.ws.model.wsdl.WSDLFaultImpl","0,00%","112","2"
"com.sun.xml.ws.model.wsdl.WSDLModelImpl","0,00%","112","2"
"com.sun.xml.ws.model.wsdl.WSDLPortImpl","0,00%","112","2"
"br.org.eldorado.ead2pcd.negocio.ProvaCertificacaoService","0,00%","112","2"
"org.codehaus.jackson.map.ser.StdSerializerProvider","0,00%","112","2"
"java.lang.ThreadGroup[]","0,00%","112","2"
"com.sun.faces.config.InitFacesContext","0,00%","112","2"
"br.org.eldorado.ead2pcd.negocio.VisaoDetalhadaService","0,00%","112","2"
"com.sun.xml.ws.transport.http.servlet.ServletAdapter","0,00%","112","2"
"br.org.eldorado.ead2pcd.apresentacao.PreInscricaoSession$$EnhancerByCGLIB$$160314f2","0,00%","112","2"
"br.org.eldorado.ead2pcd.apresentacao.webservice.AvaliacaoWebService","0,00%","112","2"
"br.org.eldorado.ead2pcd.apresentacao.webservice.DocumentoUsuarioWebService","0,00%","112","2"
"org.springframework.security.web.session.SessionManagementFilter","0,00%","112","2"
"org.apache.catalina.connector.CoyoteReader","0,00%","112","2"
"org.codehaus.jackson.sym.BytesToNameCanonicalizer","0,00%","112","2"
"org.apache.http.impl.conn.tsccm.ConnPoolByRoute","0,00%","104","1"
"br.org.eldorado.ead2pcd.negocio.UsuarioService$$EnhancerByCGLIB$$622e60c4","0,00%","104","1"
"br.org.eldorado.ead2pcd.negocio.TurmaService$$EnhancerByCGLIB$$89542c87","0,00%","104","1"
"net.sf.ehcache.CacheManager","0,00%","104","1"
"net.sf.ehcache.config.Configuration","0,00%","104","1"
"com.sun.faces.util.FacesLogger[]","0,00%","104","1"
"org.apache.catalina.realm.LockOutRealm","0,00%","104","1"
"com.google.common.collect.CustomConcurrentHashMap","0,00%","104","1"
"org.olat.search.SearchUserToolExtension","0,00%","104","1"
"br.org.eldorado.ead2pcd.negocio.PlanoPedagogicoService$$EnhancerByCGLIB$$a6123404","0,00%","104","1"
"org.olat.basesecurity.BaseSecurityModule","0,00%","104","1"
"br.org.eldorado.ead2pcd.negocio.ExercicioService$$EnhancerByCGLIB$$6647d6fd","0,00%","104","1"
"br.org.eldorado.ead2pcd.negocio.InscritoService$$EnhancerByCGLIB$$9f527d23","0,00%","104","1"
"sun.util.locale.provider.LocaleServiceProviderPool","0,00%","96","3"
"sun.util.locale.provider.LocaleResources","0,00%","96","3"
"sun.security.validator.PKIXValidator","0,00%","96","2"
"sun.security.smartcardio.SunPCSC","0,00%","96","1"
"sun.security.rsa.SunRsaSign","0,00%","96","1"
"sun.security.jca.ProviderList$1","0,00%","96","1"
"sun.security.ec.SunEC","0,00%","96","1"
"sun.nio.cs.US_ASCII$Decoder","0,00%","96","2"
"sun.nio.ch.Util$3","0,00%","96","6"
"sun.net.spi.DefaultProxySelector$NonProxyInfo","0,00%","96","3"
"sun.misc.Launcher$AppClassLoader","0,00%","96","1"
"sun.misc.GC$LatencyRequest","0,00%","96","3"
"sun.management.GarbageCollectorImpl","0,00%","96","2"
"org.thymeleaf.templateresolver.ClassLoaderTemplateResolver","0,00%","96","1"
"org.thymeleaf.dom.Element$RepresentationInTemplate","0,00%","96","4"
"org.thymeleaf.cache.StandardCache$CacheEntry","0,00%","96","3"
"org.springframework.web.servlet.resource.ResourceHttpRequestHandler","0,00%","96","2"
"org.springframework.web.method.annotation.ModelAttributeMethodProcessor","0,00%","96","4"
"org.springframework.web.context.support.ServletContextScope","0,00%","96","4"
"org.springframework.web.context.support.ServletContextResourcePatternResolver","0,00%","96","4"
"org.springframework.web.context.support.ServletContextAwareProcessor","0,00%","96","4"
"org.springframework.util.ConcurrentReferenceHashMap$TaskOption","0,00%","96","4"
"org.springframework.security.web.context.SecurityContextPersistenceFilter","0,00%","96","2"
"org.springframework.security.web.authentication.WebAuthenticationDetailsSource","0,00%","96","6"
"org.springframework.security.config.http.SessionCreationPolicy","0,00%","96","4"
"org.springframework.oxm.jaxb.Jaxb2Marshaller","0,00%","96","1"
"org.springframework.mail.javamail.JavaMailSenderImpl","0,00%","96","2"
"org.springframework.mail.javamail.ConfigurableMimeFileTypeMap","0,00%","96","4"
"org.springframework.jdbc.core.JdbcTemplate","0,00%","96","2"
"org.springframework.http.converter.xml.SourceHttpMessageConverter","0,00%","96","4"
"org.springframework.format.support.DefaultFormattingConversionService","0,00%","96","3"
"org.springframework.expression.spel.support.StandardTypeLocator","0,00%","96","4"
"org.springframework.context.support.DelegatingMessageSource","0,00%","96","3"
"org.springframework.context.support.AbstractApplicationContext$BeanPostProcessorChecker","0,00%","96","4"
"org.springframework.context.support.AbstractApplicationContext$ApplicationListenerDetector","0,00%","96","4"
"org.springframework.context.event.AbstractApplicationEventMulticaster$ListenerCacheKey","0,00%","96","4"
"org.springframework.context.annotation.ScopedProxyMode[]","0,00%","96","3"
"org.springframework.context.annotation.ConfigurationClassParser$ImportStack","0,00%","96","3"
"org.springframework.beans.support.ResourceEditorRegistrar","0,00%","96","4"
"org.springframework.beans.factory.annotation.RequiredAnnotationBeanPostProcessor","0,00%","96","3"
"org.springframework.beans.factory.annotation.QualifierAnnotationAutowireCandidateResolver","0,00%","96","4"
"org.quartz.JobDetail","0,00%","96","2"
"org.olat.user.propertyhandlers.PhonePropertyHandler","0,00%","96","3"
"org.olat.portfolio.PortfolioExtension","0,00%","96","1"
"org.olat.modules.qpool.model.DefaultExportFormat","0,00%","96","4"
"org.olat.ldap.LDAPLoginModule","0,00%","96","1"
"org.olat.instantMessaging.InstantMessagingUserToolExtension","0,00%","96","1"
"org.olat.home.HomeCalendarExtension","0,00%","96","1"
"org.olat.gui.control.PrintUserToolExtension","0,00%","96","1"
"org.olat.course.certificate.manager.CertificatesManagerImpl","0,00%","96","1"
"org.olat.core.util.mail.MailToolExtension","0,00%","96","1"
"org.olat.core.gui.control.Event","0,00%","96","6"
"org.olat.core.commons.services.help.HelpUserToolExtension","0,00%","96","1"
"org.olat.core.commons.modules.bc.vfs.OlatRootFolderImpl","0,00%","96","3"
"org.olat.core.commons.controllers.impressum.ImpressumUserToolExtension","0,00%","96","1"
"org.jcp.xml.dsig.internal.dom.XMLDSigRI","0,00%","96","1"
"org.jboss.jandex.Type$Kind","0,00%","96","4"
"org.infinispan.notifications.cachemanagerlistener.CacheManagerNotifierImpl","0,00%","96","2"
"org.infinispan.factories.NamedExecutorsFactory","0,00%","96","2"
"org.infinispan.configuration.global.TransportConfiguration","0,00%","96","2"
"org.infinispan.configuration.global.ScheduledExecutorFactoryConfiguration","0,00%","96","4"
"org.infinispan.commons.util.concurrent.jdk8backported.EquivalentConcurrentHashMapV8$Node[]","0,00%","96","4"
"org.infinispan.commons.logging.Log_$logger","0,00%","96","6"
"org.hibernate.tool.hbm2ddl.Target","0,00%","96","4"
"org.hibernate.property.BackrefPropertyAccessor$BackrefSetter","0,00%","96","6"
"org.hibernate.property.BackrefPropertyAccessor","0,00%","96","3"
"org.hibernate.persister.entity.Queryable$Declarer","0,00%","96","6"
"org.hibernate.jpa.SchemaGenAction","0,00%","96","4"
"org.hibernate.id.UUIDGenerator","0,00%","96","4"
"org.hibernate.id.CompositeNestedGeneratedValueGenerator","0,00%","96","4"
"org.hibernate.event.service.internal.PostCommitEventListenerGroupImpl","0,00%","96","3"
"org.hibernate.engine.transaction.jta.platform.internal.WebSphereJtaPlatform$WebSphereEnvironment","0,00%","96","3"
"org.hibernate.engine.spi.EntityEntry$EnumState","0,00%","96","3"
"org.hibernate.engine.spi.EntityEntry$BooleanState","0,00%","96","3"
"org.hibernate.engine.jdbc.spi.TypeSearchability","0,00%","96","4"
"org.hibernate.engine.jdbc.internal.TypeSearchability","0,00%","96","4"
"org.hibernate.engine.FetchStyle","0,00%","96","4"
"org.hibernate.dialect.TypeNames","0,00%","96","4"
"org.hibernate.cfg.beanvalidation.ValidationMode","0,00%","96","4"
"org.hibernate.cfg.beanvalidation.BeanValidationIntegrator$ValidationMode","0,00%","96","4"
"org.hibernate.cfg.annotations.reflection.JPAMetadataProvider","0,00%","96","3"
"org.hibernate.cfg.MetadataSourceType[]","0,00%","96","4"
"org.hibernate.cfg.MetadataSourceType","0,00%","96","4"
"org.hibernate.cfg.Configuration$MetadataSourceQueue","0,00%","96","3"
"org.hibernate.annotations.PolymorphismType","0,00%","96","4"
"org.hibernate.EntityMode","0,00%","96","4"
"org.cyberneko.html.filters.NamespaceBinder$NamespaceSupport$Entry","0,00%","96","4"
"org.cyberneko.html.HTMLTagBalancer$InfoStack","0,00%","96","4"
"org.codehaus.jackson.map.annotate.JsonSerialize$Inclusion","0,00%","96","4"
"org.codehaus.jackson.map.SerializationConfig","0,00%","96","2"
"org.codehaus.jackson.map.MappingJsonFactory","0,00%","96","2"
"org.codehaus.jackson.map.DeserializationConfig","0,00%","96","2"
"org.bouncycastle.jce.provider.BouncyCastleProvider","0,00%","96","1"
"org.apache.velocity.runtime.log.LogDisplayWrapper","0,00%","96","3"
"org.apache.velocity.runtime.directive.Evaluate","0,00%","96","3"
"org.apache.velocity.runtime.VelocimacroManager","0,00%","96","3"
"org.apache.tomcat.websocket.pojo.PojoPathParam","0,00%","96","4"
"org.apache.tomcat.util.threads.TaskThreadFactory","0,00%","96","3"
"org.apache.tomcat.util.net.jsse.openssl.Protocol","0,00%","96","4"
"org.apache.tomcat.util.net.AbstractEndpoint$Acceptor$AcceptorState","0,00%","96","4"
"org.apache.tomcat.util.log.UserDataHelper$Config","0,00%","96","4"
"org.apache.tomcat.util.http.MimeHeaders","0,00%","96","4"
"org.apache.tomcat.util.http.LegacyCookieProcessor","0,00%","96","3"
"org.apache.tomcat.util.http.HttpMessages","0,00%","96","3"
"org.apache.tomcat.util.buf.UDecoder$DecodeException","0,00%","96","3"
"org.apache.lucene.store.IOContext$Context","0,00%","96","4"
"org.apache.lucene.store.IOContext","0,00%","96","3"
"org.apache.log4j.Hierarchy","0,00%","96","2"
"org.apache.jasper.runtime.JspApplicationContextImpl","0,00%","96","3"
"org.apache.jasper.compiler.JDTCompiler","0,00%","96","2"
"org.apache.http.impl.cookie.BrowserCompatSpecFactory$SecurityLevel","0,00%","96","4"
"org.apache.http.conn.routing.RouteInfo$TunnelType","0,00%","96","4"
"org.apache.http.conn.routing.RouteInfo$LayerType","0,00%","96","4"
"org.apache.coyote.ErrorState","0,00%","96","3"
"org.apache.catalina.users.MemoryRole","0,00%","96","4"
"org.apache.catalina.startup.ClassLoaderFactory$RepositoryType","0,00%","96","4"
"org.apache.catalina.session.StandardSessionFacade","0,00%","96","6"
"org.apache.catalina.connector.CoyoteWriter","0,00%","96","2"
"org.apache.catalina.WebResourceRoot$ResourceSetType","0,00%","96","4"
"org.apache.activemq.command.ProducerId","0,00%","96","2"
"org.apache.activemq.broker.region.policy.OldestMessageEvictionStrategy","0,00%","96","6"
"net.sf.ehcache.config.DiskStoreConfiguration$Env","0,00%","96","4"
"net.sf.ehcache.config.CacheConfiguration$TransactionalMode","0,00%","96","4"
"long[][]","0,00%","96","1"
"javax.xml.bind.annotation.XmlAccessType","0,00%","96","4"
"javax.ws.rs.core.Variant","0,00%","96","4"
"javax.persistence.spi.PersistenceUnitTransactionType","0,00%","96","4"
"javax.persistence.metamodel.Attribute$PersistentAttributeType[]","0,00%","96","2"
"javax.persistence.PessimisticLockScope[]","0,00%","96","4"
"javax.persistence.PessimisticLockScope","0,00%","96","4"
"javax.persistence.PersistenceContextType","0,00%","96","4"
"javax.persistence.InheritanceType[]","0,00%","96","3"
"javax.persistence.FetchType[]","0,00%","96","4"
"javax.persistence.FetchType","0,00%","96","4"
"javax.persistence.DiscriminatorType[]","0,00%","96","3"
"javax.persistence.CacheRetrieveMode","0,00%","96","4"
"javax.naming.StringRefAddr","0,00%","96","4"
"javax.management.remote.rmi.RMIConnectionImpl$RMIServerCommunicatorAdmin","0,00%","96","2"
"javax.management.remote.JMXServiceURL","0,00%","96","3"
"javax.management.openmbean.TabularType","0,00%","96","2"
"javax.faces.webapp.FacesServlet$HttpMethod[]","0,00%","96","2"
"javax.faces.component.visit.VisitHint","0,00%","96","4"
"javax.faces.application.ProjectStage","0,00%","96","4"
"javax.faces.application.FacesMessage$Severity","0,00%","96","4"
"javax.el.ExpressionFactory$CacheValue","0,00%","96","4"
"javax.el.CompositeELResolver","0,00%","96","4"
"java.util.regex.Pattern$Ques","0,00%","96","4"
"java.util.concurrent.locks.ReentrantReadWriteLock$FairSync","0,00%","96","2"
"java.util.concurrent.ThreadPoolExecutor$AbortPolicy","0,00%","96","6"
"java.util.Timer$1","0,00%","96","6"
"java.text.SimpleDateFormat[]","0,00%","96","3"
"java.text.Normalizer$Form","0,00%","96","4"
"java.security.spec.ECGenParameterSpec","0,00%","96","6"
"java.nio.channels.spi.AbstractSelector$1","0,00%","96","6"
"java.net.ServerSocket","0,00%","96","4"
"java.net.InetSocketAddress[]","0,00%","96","4"
"java.math.MathContext","0,00%","96","4"
"java.lang.reflect.WeakCache$CacheKey","0,00%","96","3"
"java.lang.reflect.ReflectPermission","0,00%","96","4"
"java.io.SerializablePermission","0,00%","96","3"
"java.io.ObjectInputStream$HandleTable","0,00%","96","3"
"java.awt.Queue","0,00%","96","4"
"com.sun.xml.ws.util.QNameMap$EntrySet","0,00%","96","6"
"com.sun.xml.ws.spi.db.XMLBridge[]","0,00%","96","6"
"com.sun.xml.ws.spi.db.BindingInfo","0,00%","96","2"
"com.sun.xml.ws.server.sei.MessageFiller[]","0,00%","96","6"
"com.sun.xml.ws.server.SDDocumentImpl$WSDLImpl","0,00%","96","2"
"com.sun.xml.ws.db.DatabindingImpl","0,00%","96","2"
"com.sun.xml.ws.api.server.SDDocumentSource$2","0,00%","96","4"
"com.sun.xml.ws.api.model.ParameterBinding$Kind","0,00%","96","4"
"com.sun.xml.ws.api.model.MEP","0,00%","96","4"
"com.sun.xml.ws.api.addressing.AddressingVersion$EPR","0,00%","96","2"
"com.sun.xml.ws.api.PropertySet$MethodAccessor","0,00%","96","4"
"com.sun.xml.ws.api.ComponentFeature$Target","0,00%","96","4"
"com.sun.xml.bind.v2.runtime.reflect.Lister$ArrayLister","0,00%","96","6"
"com.sun.xml.bind.v2.runtime.JAXBContextImpl$2","0,00%","96","4"
"com.sun.xml.bind.v2.runtime.JAXBContextImpl$1","0,00%","96","4"
"com.sun.xml.bind.v2.runtime.ElementBeanInfoImpl$1","0,00%","96","4"
"com.sun.xml.bind.v2.model.impl.ClassInfoImpl$PropertyGroup[]","0,00%","96","2"
"com.sun.security.sasl.Provider","0,00%","96","1"
"com.sun.proxy.$Proxy91","0,00%","96","6"
"com.sun.proxy.$Proxy7","0,00%","96","6"
"com.sun.proxy.$Proxy153","0,00%","96","6"
"com.sun.org.apache.xerces.internal.utils.XMLSecurityManager$NameMap","0,00%","96","3"
"com.sun.org.apache.xerces.internal.jaxp.DefaultValidationErrorHandler","0,00%","96","4"
"com.sun.org.apache.xerces.internal.impl.xpath.regex.Token$UnionToken","0,00%","96","4"
"com.sun.org.apache.xerces.internal.impl.xpath.regex.Token$ParenToken","0,00%","96","4"
"com.sun.org.apache.xerces.internal.impl.xpath.regex.RegularExpression[]","0,00%","96","1"
"com.sun.org.apache.xalan.internal.utils.XMLSecurityManager$NameMap","0,00%","96","3"
"com.sun.net.ssl.internal.ssl.Provider","0,00%","96","1"
"com.sun.jmx.mbeanserver.MBeanIntrospector$PerInterfaceMap","0,00%","96","2"
"com.sun.jmx.mbeanserver.MBeanIntrospector$MBeanInfoMap","0,00%","96","2"
"com.sun.jmx.mbeanserver.DefaultMXBeanMappingFactory$EnumMapping","0,00%","96","3"
"com.sun.jmx.mbeanserver.DefaultMXBeanMappingFactory$CollectionMapping","0,00%","96","3"
"com.sun.jersey.multipart.impl.FormDataMultiPartDispatchProvider$FormDataMultiPartParamInjectable","0,00%","96","4"
"com.sun.jersey.core.impl.provider.xml.ThreadLocalSingletonContextProvider$1","0,00%","96","4"
"com.sun.faces.el.DemuxCompositeELResolver","0,00%","96","2"
"com.sun.crypto.provider.SunJCE","0,00%","96","1"
"com.sun.activation.registries.MimeTypeFile[]","0,00%","96","4"
"br.org.eldorado.ead2pcd.negocio.RankingCandidatosService","0,00%","96","2"
"br.org.eldorado.ead2pcd.negocio.QuestaoService","0,00%","96","2"
"br.org.eldorado.ead2pcd.negocio.ManterRelatorioAprendizagemService$$EnhancerByCGLIB$$e4a25967","0,00%","96","1"
"br.org.eldorado.ead2pcd.negocio.ManterOficinaService","0,00%","96","2"
"br.org.eldorado.ead2pcd.negocio.LogAtividadesService$$EnhancerByCGLIB$$1203c22e","0,00%","96","1"
"br.org.eldorado.ead2pcd.negocio.ExecucaoProvaCertificacaoService","0,00%","96","2"
"br.org.eldorado.ead2pcd.negocio.EnviarNotificacoesService$$EnhancerByCGLIB$$eeefe7e9","0,00%","96","1"
"br.org.eldorado.ead2pcd.negocio.CorreioInternoService","0,00%","96","2"
"br.org.eldorado.ead2pcd.negocio.CalendarioService","0,00%","96","2"
"br.org.eldorado.ead2pcd.negocio.AvaliacaoReacaoService","0,00%","96","2"
"br.org.eldorado.ead2pcd.negocio.AgendamentoProvaSelecaoService","0,00%","96","2"
"br.org.eldorado.ead2pcd.negocio.AcompanhamentoProvaCertificacaoService$$EnhancerByCGLIB$$2ca417f3","0,00%","96","1"
"br.org.eldorado.ead2pcd.infra.util.GeradorRelatorioAcompanharProvaCertificacao","0,00%","96","2"
"br.org.eldorado.ead2pcd.infra.enums.TipoElementoAula[]","0,00%","96","2"
"br.org.eldorado.ead2pcd.infra.enums.StatusAula","0,00%","96","4"
"br.org.eldorado.ead2pcd.apresentacao.webservice.VideoGravadoWebService","0,00%","96","2"
"br.org.eldorado.ead2pcd.apresentacao.webservice.NotasWebService","0,00%","96","2"
"br.org.eldorado.ead2pcd.apresentacao.webservice.LogInterpretacaoWebService","0,00%","96","2"
"br.org.eldorado.ead2pcd.apresentacao.webservice.FrequenciaWebService","0,00%","96","2"
"br.org.eldorado.ead2pcd.apresentacao.webservice.CorreioInternoWebService","0,00%","96","2"
"br.org.eldorado.ead2pcd.apresentacao.webservice.AvaliacaoReacaoWebService","0,00%","96","2"
"br.org.eldorado.ead2pcd.apresentacao.webservice.AulasTurmaWebService","0,00%","96","2"
"org.apache.activemq.broker.jmx.ManagedTempQueueRegion","0,00%","88","1"
"com.sun.imageio.plugins.wbmp.WBMPImageReaderSpi","0,00%","88","1"
"com.sun.imageio.plugins.wbmp.WBMPImageWriterSpi","0,00%","88","1"
"br.org.eldorado.ead2pcd.infra.components.RestAutenticacaoFilter","0,00%","88","1"
"sun.misc.Launcher$ExtClassLoader","0,00%","88","1"
"sun.nio.cs.CharsetMapping","0,00%","88","1"
"sun.security.util.ObjectIdentifier[]","0,00%","88","1"
"org.olat.commons.coordinate.cluster.jms.ClusterActionExtension","0,00%","88","1"
"com.sun.imageio.plugins.gif.GIFImageReaderSpi","0,00%","88","1"
"org.springframework.web.servlet.view.InternalResourceViewResolver","0,00%","88","1"
"org.hibernate.service.internal.SessionFactoryServiceRegistryImpl","0,00%","88","2"
"org.apache.catalina.realm.UserDatabaseRealm","0,00%","88","1"
"org.olat.resource.accesscontrol.ui.HomeOrdersActionExtension","0,00%","88","1"
"org.springframework.security.web.authentication.UsernamePasswordAuthenticationFilter","0,00%","88","1"
"org.springframework.beans.BeanWrapperImpl","0,00%","88","1"
"com.sun.imageio.plugins.gif.GIFImageWriterSpi","0,00%","88","1"
"org.thymeleaf.Configuration","0,00%","88","1"
"br.org.eldorado.ead2pcd.negocio.ProvaCertificacaoService$$EnhancerByCGLIB$$4440f7ca","0,00%","88","1"
"org.apache.catalina.authenticator.FormAuthenticator","0,00%","88","1"
"com.sun.imageio.plugins.jpeg.JPEGImageReaderSpi","0,00%","88","1"
"java.lang.Byte[][]","0,00%","88","1"
"java.net.URLClassLoader","0,00%","88","1"
"br.org.eldorado.ead2pcd.negocio.VisaoDetalhadaService$$EnhancerByCGLIB$$1f8d53ae","0,00%","88","1"
"java.text.FieldPosition[]","0,00%","88","4"
"org.olat.resource.accesscontrol.ui.OrdersActionExtension","0,00%","88","1"
"org.olat.instantMessaging.ui.ArchiverActionExtension","0,00%","88","1"
"com.sun.imageio.plugins.bmp.BMPImageReaderSpi","0,00%","88","1"
"com.sun.imageio.plugins.jpeg.JPEGImageWriterSpi","0,00%","88","1"
"com.sun.imageio.plugins.png.PNGImageReaderSpi","0,00%","88","1"
"com.sun.imageio.plugins.bmp.BMPImageWriterSpi","0,00%","88","1"
"br.org.eldorado.ead2pcd.negocio.PerfilService$$EnhancerByCGLIB$$57bff9ec","0,00%","88","1"
"com.sun.imageio.plugins.png.PNGImageWriterSpi","0,00%","88","1"
"javax.servlet.DispatcherType[]","0,00%","80","2"
"com.ctc.wstx.util.SymbolTable","0,00%","80","2"
"org.springframework.beans.factory.support.CglibSubclassingInstantiationStrategy","0,00%","80","5"
"org.apache.juli.OneLineFormatter","0,00%","80","5"
"sun.security.ssl.CipherSuite$KeyExchange[]","0,00%","80","1"
"sun.security.x509.RFC822Name","0,00%","80","5"
"org.springframework.beans.factory.config.PropertyPlaceholderConfigurer","0,00%","80","1"
"br.org.eldorado.ead2pcd.negocio.StatusAlunoService","0,00%","80","2"
"br.org.eldorado.ead2pcd.negocio.RankingCandidatosService$$EnhancerByCGLIB$$4b1cc677","0,00%","80","1"
"br.org.eldorado.ead2pcd.negocio.QuestaoService$$EnhancerByCGLIB$$9faf6c7b","0,00%","80","1"
"br.org.eldorado.ead2pcd.negocio.PreincritoService","0,00%","80","2"
"java.util.concurrent.atomic.AtomicReferenceArray","0,00%","80","5"
"org.apache.log4j.spi.RootLogger","0,00%","80","2"
"br.org.eldorado.ead2pcd.negocio.PesoDisciplinaService","0,00%","80","2"
"br.org.eldorado.ead2pcd.infra.enums.StatusAluno[]","0,00%","80","2"
"br.org.eldorado.ead2pcd.negocio.NotificacaoService","0,00%","80","2"
"org.olat.course.DeployableCourseExport","0,00%","80","2"
"br.org.eldorado.ead2pcd.negocio.MudarSenhaService","0,00%","80","2"
"org.hibernate.service.classloading.internal.ClassLoaderServiceImpl$1","0,00%","80","1"
"br.org.eldorado.ead2pcd.negocio.ManterRelatorioNotasService","0,00%","80","2"
