"Class Name - Live Objects","Live Bytes [%]","Live Bytes","Live Objects"
"br.org.eldorado.ead2pcd.infra.util.QtiHelper","0,00%","32","2"
"org.hibernate.engine.jdbc.spi.TypeNullability[]","0,00%","32","1"
"org.hibernate.engine.jdbc.spi.SqlStatementLogger","0,00%","32","2"
"org.hibernate.engine.jdbc.spi.SqlExceptionHelper$StandardWarningHandler","0,00%","32","2"
"org.hibernate.engine.jdbc.spi.SqlExceptionHelper$1","0,00%","32","2"
"org.hibernate.engine.jdbc.internal.TypeSearchability[]","0,00%","32","1"
"org.hibernate.engine.jdbc.internal.TypeNullability[]","0,00%","32","1"
"org.hibernate.engine.jdbc.internal.LobCreatorBuilder","0,00%","32","2"
"org.hibernate.engine.jdbc.internal.JdbcServicesInitiator","0,00%","32","2"
"org.hibernate.engine.jdbc.internal.FormatStyle$NoFormatImpl","0,00%","32","2"
"org.hibernate.engine.jdbc.internal.DDLFormatterImpl","0,00%","32","2"
"org.hibernate.engine.jdbc.internal.BasicFormatterImpl","0,00%","32","2"
"org.hibernate.engine.jdbc.connections.internal.DatasourceConnectionProviderImpl","0,00%","32","1"
"org.hibernate.engine.jdbc.batch.internal.BatchBuilderInitiator","0,00%","32","2"
"org.hibernate.engine.jdbc.batch.internal.BatchBuilderImpl","0,00%","32","2"
"org.olat.user.propertyhandlers.ICQPropertyHandler","0,00%","32","1"
"org.hibernate.engine.FetchTiming[]","0,00%","32","1"
"org.hibernate.engine.FetchStyle[]","0,00%","32","1"
"org.olat.user.propertyhandlers.MSNPropertyHandler","0,00%","32","1"
"org.hibernate.ejb.util.PersistenceUtilHelper$MetadataCache","0,00%","32","2"
"org.olat.user.propertyhandlers.PastDatePropertyHandler","0,00%","32","1"
"org.olat.user.propertyhandlers.SkypePropertyHandler","0,00%","32","1"
"org.olat.user.propertyhandlers.URLPropertyHandler","0,00%","32","1"
"org.olat.user.propertyhandlers.UserNameReadOnlyPropertyHandler","0,00%","32","1"
"org.olat.user.propertyhandlers.UserPropertiesConfigImpl","0,00%","32","1"
"org.olat.user.propertyhandlers.XingPropertyHandler","0,00%","32","1"
"org.hibernate.ejb.metamodel.AttributeFactory$ValueContext$ValueClassification[]","0,00%","32","1"
"org.olat.user.restapi.UserPropertyVO$JaxbAccessorF_name","0,00%","32","2"
"org.olat.user.restapi.UserPropertyVO$JaxbAccessorF_value","0,00%","32","2"
"org.postgresql.core.v2.ConnectionFactoryImpl","0,00%","32","2"
"org.hibernate.ejb.EntityManagerFactoryImpl$JpaMetaModelPopulationSetting[]","0,00%","32","1"
"org.postgresql.core.v3.ConnectionFactoryImpl","0,00%","32","2"
"org.postgresql.util.GT","0,00%","32","2"
"org.hibernate.dialect.function.PositionSubstringFunction","0,00%","32","2"
"org.hibernate.dialect.PostgreSQL81Dialect$2","0,00%","32","2"
"org.hibernate.dialect.PostgreSQL81Dialect$1","0,00%","32","2"
"org.hibernate.dialect.Dialect$4","0,00%","32","2"
"org.hibernate.dialect.Dialect$3","0,00%","32","2"
"org.hibernate.dialect.Dialect$2","0,00%","32","2"
"org.hibernate.dialect.Dialect$1","0,00%","32","2"
"org.hibernate.cfg.beanvalidation.BeanValidationIntegrator","0,00%","32","2"
"org.hibernate.cfg.annotations.EntityBinder$SecondaryTableNamingStrategyHelper","0,00%","32","2"
"org.hibernate.cfg.EJB3NamingStrategy","0,00%","32","2"
"br.org.eldorado.ead2pcd.infra.util.ConversorArquivoVideo","0,00%","32","2"
"org.hibernate.cfg.Configuration$2","0,00%","32","2"
"org.hibernate.cache.internal.RegionFactoryInitiator","0,00%","32","2"
"org.hibernate.cache.internal.NoCachingRegionFactory","0,00%","32","2"
"org.hibernate.cache.infinispan.util.CacheCommandInitializer","0,00%","32","2"
"org.hibernate.cache.infinispan.util.CacheCommandFactory","0,00%","32","2"
"org.hibernate.cache.infinispan.impl.BaseRegion$InvalidateState[]","0,00%","32","1"
"org.hibernate.bytecode.internal.javassist.ProxyFactoryFactoryImpl$1","0,00%","32","2"
"org.hibernate.bytecode.internal.javassist.BytecodeProviderImpl","0,00%","32","2"
"org.hibernate.bytecode.instrumentation.spi.LazyPropertyInitializer$1","0,00%","32","2"
"org.hibernate.boot.registry.internal.BootstrapServiceRegistryImpl","0,00%","32","1"
"org.hibernate.annotations.common.reflection.java.generics.IdentityTypeEnvironment","0,00%","32","2"
"org.hibernate.annotations.common.reflection.XClass$1","0,00%","32","2"
"org.hibernate.NullPrecedence[]","0,00%","32","1"
"br.org.eldorado.ead2pcd.infra.util.CaminhoServidorArquivos","0,00%","32","2"
"org.hibernate.EmptyInterceptor","0,00%","32","2"
"org.glassfish.gmbal.ManagedObjectManager$RegistrationDebugLevel[]","0,00%","32","1"
"org.dom4j.tree.ConcurrentReaderHashMap$BarrierLock","0,00%","32","2"
"br.org.eldorado.ead2pcd.infra.util.CaminhoJbossUtil","0,00%","32","2"
"org.cyberneko.html.LostText","0,00%","32","2"
"br.org.eldorado.ead2pcd.infra.security.RestAuthenticationEntryPoint","0,00%","32","2"
"org.cyberneko.html.HTMLEventInfo$SynthesizedItem","0,00%","32","2"
"org.codehaus.jackson.type.JavaType[]","0,00%","32","2"
"org.codehaus.jackson.map.type.TypeFactory","0,00%","32","1"
"org.codehaus.jackson.map.ser.std.StdKeySerializer","0,00%","32","2"
"org.codehaus.jackson.map.ser.StdSerializers$NumberSerializer","0,00%","32","2"
"org.codehaus.jackson.map.introspect.VisibilityChecker$Std","0,00%","32","1"
"org.codehaus.jackson.map.deser.BeanDeserializerFactory$ConfigImpl","0,00%","32","1"
"br.org.eldorado.ead2pcd.infra.security.RestAutenticacaoProvider","0,00%","32","2"
"org.codehaus.jackson.jaxrs.MapperConfigurator","0,00%","32","1"
"org.codehaus.jackson.jaxrs.JacksonJaxbJsonProvider","0,00%","32","1"
"org.bouncycastle.jce.provider.PKIXCRLUtil","0,00%","32","2"
